Account:ID,USD:FLOAT,USD_avg:FLOAT,USD_max:FLOAT,Tainted Coins:FLOAT
7b7a0b8a455c7ae31ed96c10b85c0036,-305672.6841212,-7455.431320029269,15127.752,0
ddf39b2e899e9181a014573fda0e36e5,-149914.19996887996,-2082.141666234444,24799.950399999998,0
565958044c9df098970009a1bcf47e2f,-204445.68816528024,-1718.030992985548,3223.9752,0
2b458c3c0a1ea11920503dda684e73d1,4061.773891440001,2030.8869457200005,8809.014691440001,0
c69d6241ec12cbcf1757a2038b1d489e,-188842.27157503998,-2861.246539015758,7447.59128,0
2fd1821648e922d8fc5145e2a290c598,-283111.16562352,-2831.1116562351995,3471.752,0
03773880006ecdf14cc4a2cd06b55954,-25497.520995679995,-1062.396708153333,-124,0
40cb9e7bf2ff0194bbe58609f665451e,-1244210.9117021603,-4459.537317928891,7457.735224,0
02ae86056967b826c973e4a1bf9493a7,-6958.041405359987,-278.32165621440015,38176.07232152,0
80b2dbf7df75f29513b175b6bfc21417,-143245.09384031998,-361.7300349503031,10664,0
980bf05948707064a392509afb3a2ff1,-292770.88477511995,-10456.103027682855,34720,0
1ee4beb5f75f53ad65508dd2a8818b96,-17135.803473999993,-856.7901737,14879.752,0
a0ec71c56b82588ce5a10324a85750c3,-632414.7254959994,-5270.122712466662,19839.752,0
c3b37134fc0d31da1062d2dbe5261954,6038.788058799999,131.2780012782609,12400,0
c5adbac9f45ca9a2fa76c0f80e8c77cd,-103421.87567552,-1951.3561448211321,-1.11042992,0
914b85ccdd783f7cd8b2589962d044e9,-9467686.06852824,-61478.48096446909,2975504,0
a41b9ad42f8406b48984da6f0927ac59,1544074.5694403201,12760.946854878677,372000,0
80c9bb78479fc5c77127f746e01b4cfd,-14423.543649600002,-99.47271482482765,49503.6272,0
34d50da3d7c6ba669f05c64b3a1d6639,-56753.09932759999,-436.5623025199999,3343.288,0
1f9d9b6b0bd5d42cf11f192f327121f7,-74400,-74400,-74400,0
8fb0d35bdb03352c36aab8bb91cf9b45,-420382.10980760003,-11361.678643448648,24800,0
e6aad9d712c419ea8febf009a3f3bfdd,-4325490.607881761,-6296.201758197616,372000,0
6504deb7631aa21a75fe44e0490dd699,-45501.41827095999,-910.0283654191999,-3.0751999999999997,0
4239d4a0f93e855d6832d2b94864decb,413285.6485141601,1492.0059513146573,79111.9752,0
cbfabbfcf6a061a1c47991bbb2c5acbd,-36096.2496624,-1804.8124831199998,784.6224000000001,0
e6f0cfa706f9e3b6c89b9669fe1e7943,278254.10852136003,2600.5056871155134,322400,0
33850b2ccae4d6da22320f4696db3cef,47166.85443415999,466.99855875405945,37684.1952,0
feafadeaa4973e7e54ddea9d261d0029,-4722.937630799999,-262.3854239333333,-0.39845664000000003,0
229837d85b6d0f90d178bf9fd84eaddd,-16912.36,-5637.453333333333,-1238.76,0
72f3981af89731988362ac459a69ce96,1030.707839999997,103.07078399999936,22485.53033544,0
399f58b309c7fe391029099fc6c73f01,319268.12054488016,437.9535261246638,3442.2400000000002,0
03491ec975f2c3d670f067c779afed54,-16220.167512480002,-265.9043854504919,-24.985833839999998,0
55cfb41ee23049e87deed414fef2ea03,-596855.94054328,-1223.065451932951,233715.19999999998,0
7114ddef88696a6e9c066d64d63188b8,-2480,-2480,-2480,0
9fc926cae339917281ae1520751f1a0d,-2480,-2480,-2480,0
a0447addc29b383f697e964f2e175e2c,13680.7464,760.0414666666667,6200,0
7b9934b9e6858ad7e0ed2d49ba83979c,-9836.88132936,-819.74011078,-76.0738016,0
f5903f80bcade421f4bbec94e3f5f6fe,-61503.8305416,-4100.25536944,-99.58564248,0
da53a6e7979abc4bbc8aa0e3946745c9,-319824.4034176799,-3105.091295317281,12191.679999999998,0
d8feae31cfd8a07affc6f66955c00307,47711.376038400005,2271.9702875428575,24800,0
07e68eb2a23fbc147648cf8b3d3a21c7,-8533.679999999998,-1066.7099999999998,-248,0
791948e7809e1a89552d3e7dd9200092,-5208,-1736,-248,0
8cacf4f8f1c5eb81d29883db2131625b,489229.2121131204,253.8812725029164,158479.1672,0
f5da3516552e48fdfd55f6696c7d68df,-16623.819593759992,-152.51210636477074,1538.3962709599998,0
4fff95415910c6e6b8ad12225aed9d86,232572.53439272026,120.19252423396382,158469.52530968,0
bbd0d71203d1609bd13c50b41e4deee3,-168167.88991439945,-85.45116357439028,157874.48520519998,0
92186bf6b24f3b378b84c1ef77f31b96,422890.7599629602,220.94606058670848,111102.72209816,0
52a80e2f37c6a97c6cf6afe3c0f4b59e,-43060.48687408,-1656.17257208,24800,0
f3d066a91cc11d40c48f5b5c1f87c1ad,-74151.70345896011,-36.366701058832774,158471.89395768,0
06c7151897bfe233b2792a1370176635,-14297.342471040001,-2859.4684942080003,-0.87870616,0
cde1cdb15bfc651a6c92e40700c20f77,35097.87120408,35097.87120408,35097.87120408,0
2a3a809b9e7332369436cc1f7127121b,65700.09890520001,65700.09890520001,65700.09890520001,0
3462ff5e82ba23f4aea03ddabe79dd75,8027.77899184,8027.77899184,8027.77899184,0
762029ba1092b20eb443c6e690f5c4c9,115701.34073648,115701.34073648,115701.34073648,0
6412e5b463775e0255874daa3effb042,60140.2473428,60140.2473428,60140.2473428,0
1087cb2711e8622d8d69ccb795396e3a,2742.6222536,2742.6222536,2742.6222536,0
05447e449f1ec7e50be3a09ad4b47ac2,42061.523264719995,42061.523264719995,42061.523264719995,0
d0dd877809b6e1c00f96d5b50fd21293,40510.23299264,40510.23299264,40510.23299264,0
f6f4bb1d9c123052d3789a8fe95ea91f,7960.447599440001,7960.447599440001,7960.447599440001,0
d219338e21d21c97ca9a993aaf14276b,94632.37964304,94632.37964304,94632.37964304,0
458a3ba0f591e82899be9c3465ac6b11,32897.63699336,32897.63699336,32897.63699336,0
bc90cdbf9592f2fac6bd1fe6feab66b9,31963.53178736,31963.53178736,31963.53178736,0
03eac6d8d97a96f222e0d56d11fcb1e9,51512.68679152,51512.68679152,51512.68679152,0
f8d2956e2b2aebe9566a711590bc7013,-25240.402162159993,-1201.923912483809,-146.68257104000003,0
e9cc32010f3d18fea4290e736e87b32f,-26847.860000000008,-1342.3930000000003,-495.504,0
28d491bd3a8191f5cc1e920bcc7c44b8,-5270.595200000002,-752.9421714285714,-92.876,0
845d9a2ae04fde9add9e6a3f36c88012,-6519.92,-1629.98,-570.4,0
cf8049af1271451e29843e3de8884eb6,-31726.1265408,-1321.9219392,-163.68,0
910a15544e41f25fb41558f01bcd7e46,-11160,-11160,-11160,0
54157b374cbe22e6d57577b5ea31ba76,-395673.42465999984,-1323.322490501672,7440,0
b348d5409e44b28398ff41bccc9274c8,-11221.951121680002,-1870.325186946667,2578.43132152,0
b1ee1f7f989b0a60c401138b077ba063,-12528.510824879997,-19.245024308571423,-2.48,0
c78d4dcd4da7f12d4a31515051fa0879,-7117.599999999999,-2372.5333333333333,-1289.6000000000001,0
0b62618e06e7b9527648d7c263008e6b,-1701753.7867739203,-3210.856201460228,5108.38992952,0
b7276f27cdbc140d9e8417a05f2df649,-18393.679750479998,-408.74843889955554,565.936,0
67e331b9cf05b55f2df796b04e1cb3fb,-738001.6313804798,-2335.448200571138,7440,0
e85afaf731847fbbcf2724aed22f20e6,-237195.11261855997,-1613.5721946840813,13485.50054336,0
bcac14cd2a9e53efde4be5ddc958a236,21080,1109.4736842105262,8680,0
01e1f0cc952c4c97d9b10f9219fc12d9,-23178.94292096001,-266.4246312754023,-0.025097599999999998,0
a8411418416edeb68f6b9b1abf57e40c,-85530.10821032003,-1677.060945300392,24800,0
fbcedd8be2bc3999ebe1516171c15bb1,81000.60698600001,4263.189841368422,24888.2151872,0
388718683b350a33e0c94c41a2069a8f,2148554.541324881,2256.885022400085,372000,0
548ad10c76c137317dc156a38acab2ff,299999.2207108801,3124.9918824050014,14879.975199999999,0
f133c1fa1957e435655680ced49814b0,3576543.7815028806,3917.353539433603,364559.9752,0
2faa2f2429a038e696e7ca64d0f1d847,-25382.8,-8460.933333333334,-7978.160000000001,0
22c060ce3bb98469586062c50fdf0366,11584.08,5792.04,9104.08,0
6da2137cad8b0a24810eb52398cda301,-4171.211200000001,-2085.6056000000003,-1691.2112,0
740f7d5b69041e5a940a22aea7d2bd59,-7794.127602239999,-37.65279034898552,-1.984,0
b42d9afc91994abedbdc02a65357ff97,-104395.94720000001,-26098.986800000002,-15780.9592,0
de4a3f388140b43cd1813bc565af35da,87162.95647168,87162.95647168,87162.95647168,0
072d444e44b166dc3a5db3d1d36cbb5c,38861.92519992,38861.92519992,38861.92519992,0
8178226dc1b467e32ea6fc39407755c7,46056.27782216,46056.27782216,46056.27782216,0
b9a7ff182fe90c977c669dd60f48b8de,60583.396913439996,60583.396913439996,60583.396913439996,0
99930640c9a079e94dab66c29216e0e8,49511.80396336,49511.80396336,49511.80396336,0
f85ba10ab105123c34e93a499b4a03d5,32158.562655280002,32158.562655280002,32158.562655280002,0
a091d79dd16281c4a03d5e999d2e839d,26056.58317968,26056.58317968,26056.58317968,0
1ff4900df6aa947e229c57cefdc1e8ae,-34539.918755599996,-1817.8904608210523,5208,0
ba2fa2dc225866790c833ae187979df4,-259504.59103999997,-3707.208443428571,14879.752,0
fdb0eaa66d43f56e0933387ecb37db60,-303473.24561600026,-2107.453094555558,3719.9752,0
ddf1b405c7fe13e8b14b64b56228f612,-1820358.79444408,-7166.766907260156,14879.752,0
f4577a840dbf5efa6617a3d03934613d,-15522510.69636856,-56037.9447522331,2480000,0
a43c0dde4fb8e3a6255945ed7193e11c,-7151.10865888,-1430.2217317759998,-223.20000000000002,0
38e94d90af2e2602211984d09d26cd5d,50301.60901280016,263.35920949109953,37200,0
b3e7c477828cf6e3fa77abe81529aa3c,-11758.954139680001,-83.39683787007093,-0.02500832,0
1181671fd8b5f7eabcf7b83168ea8bd1,-24670.787451679997,-1897.7528808984616,2509.7352,0
4872b88a2953221b26dc38d645ff81b7,175538.06034856001,5015.373152816,16204.2952,0
924354f2ee19b45abebb58864839cdeb,58756.333600000005,5341.484872727274,31992,0
d04b0b7acf26acd05d711ba6e22c9b55,-15688.579244640001,-1426.2344767854545,-1.488,0
d8ab8a78a08b8ca22bc01af67e3f191a,-2700.7200000000003,-2700.7200000000003,-2700.7200000000003,0
af52e042a4d1f4d82f5512fda909a843,-12979.165540159998,-811.19784626,419.616,0
66c592f162373b8813b9f795ba94ed75,133680.47925888043,67.65206440226721,158467.04530968,0
1823f1afe1fb1a7ae1311c4fe0029e85,29427.29675072001,84.56119755954019,2480,0
38e5977a2eb896642c6a878e127b312f,53547.22007752007,26.133343132025153,158478.29672,0
977a5647a11ebb224bc789bff5b40951,417045.20794647944,215.4159131954957,121463.952,0
58b0ddd45cfc581a54330a9afdfee12c,-38936,-6489.333333333334,-248,0
d0770b7769567b0d0c822203f5858689,440334.19112599955,1439.0006245947718,38501.55365952,0
ed1b02f0accf36f0519d7320fbe24ed2,-53282.6264,-1366.2211897435898,-59.519999999999996,0
9863a010efbfbd8307b8bb1fc8d8816b,-27737.20534264001,-478.2276783213793,-2.7454815200000002,0
c8e383cfb19b29c80bd3356dfb48d5c1,-7725.94772496,-772.594772496,228.13520000000003,0
ed998ef31e703c2ddd8441bf433ed65e,106886.63883216001,1406.4031425284209,11398.28039392,0
4471a4df4b8a64cb2180d2f34762e8c4,-67324.25539648,-3740.2364109155556,-24.8,0
554e724eff8777eba902e7f3d1f05d64,-72034.71430463999,-1675.225914061395,-68.47749959999999,0
8b66bcefbde67295392780653461c42b,-22816,-22816,-22816,0
86ba8c70c51bfe1f3dda647aa5ea898f,-47120.71327032,-2141.8506031963634,-617.3711999999999,0
06afe1af9dc9c501a6042bc66cebc1da,-217666.08810423993,-483.7024180094218,99199.9752,0
43a6d5a439ebb2ce38774dbdeba87481,2636.612,2636.612,2636.612,0
80273d458c715bf306211ea4c62152a8,-312811.61671415996,-9479.139900429089,-51.83246872,0
b4a6b06ab3aeceb66a02473ee487ba24,-41527.643523999985,-432.5796200416668,1036.1971389599998,0
3c1b883722b5b106789af75dd989ba04,-52865.63446816,-1149.2529232208694,-2.2319999999999998,0
a2b1a9a16ecea77d759328b341d2592c,10627503.101598307,6860.879988120286,496000,0
070b9097d3787f36424999801e17529c,-71706.27360000001,-1406.0053647058824,-163.68,0
4288fe7760edd5ef5da255b3fc62c7f5,-63746.27965952002,-1080.4454179579664,6682.36000496,0
d61bcbba47beebdc43fb1c1366decffe,-171344.7438000001,-2225.2564129870148,3719.9752,0
fdfc3624f2169cec03efe8f8d48dbc17,-5731.0072,-5731.0072,-5731.0072,0
05d04a85f945cbee01a892ba0a63c181,-13909.19105688,-4636.3970189599995,-880.53865928,0
c0598e6252d67b48f8bfc444a3c98b00,-19044.607761040003,-614.3421858400001,-2.76248688,0
4afe2f36366ed1101c79acbb22c9bb2f,-6333.6844868,-703.7427207555555,-24.54704,0
796e22cc2cf962d41c6dc8673cc13ee8,-22490.7232,-1405.6702,-741.5200000000001,0
66240c6e9945d1fb1fade48338bc2e32,-8364.393002719999,-760.3993638836364,-2.48,0
b1b1c80071eba9901410df2c885cf113,-23191.447586880004,-527.0783542472726,-2.08072992,0
470e9fc2267347d56b3f6397a955feec,-17964.375749520008,-208.8880901106976,148.29794384,0
a2dccb29ae6804424821b48840731ea3,-33364.33027536001,-981.3038316282353,-0.248,0
43918248df520f84d83821227b480939,-328106.6773931199,-252.77864205941427,91.76,0
c4adf91c4494646484c9efc87bc9a92b,-4149.97,-829.994,-103.16799999999999,0
ff367bb5460b1044375aa245ec7d910d,-6307.37641864,-1051.2294031066667,5887.87736056,0
47778ec5ff486680c7416ec3dfc0dd22,175137.0326008,3368.0198577076926,16227.3344,0
2e2298bccfa3d5f521c37c88d28e4a6a,-71229.3234844,-989.2961595055557,-61.9504,0
cfb8cd450751821781b3d6890d17ebab,-5410.81688,-772.97384,-97.64999999999999,0
90eca2dc9dd233bebe999be5964186ae,-5102.507367040003,-36.97469106550725,-2.5912652,0
63a5cc4f27770137b8c0df526a024cab,-53319.330400000006,-3554.6220266666664,2479.752,0
58e52adac71d6ef0bbe0da903c1e5934,-9488.760173039997,-166.46947672000005,-2.14425512,0
03f23a589b2f797e10cb90d86b25bc40,-2365369.5296395994,-3884.0222161569786,7440,0
6468f1cf8e3a0407c010bcab7997b4a8,-24800,-24800,-24800,0
09f3142d9c75be2d1fe94e9471186547,-197195.87261223985,-361.8272891967704,124000,0
a4a963065994d5fe9fb8b0d1f1e44469,-1597825.9981043981,-8544.524054034217,24800,0
0c113968157e195f4475ae4170c622d1,-15157.140000000001,-1894.6425,-419.0704,0
9d054ec03e4edd4e944a96e692231a3c,2339879.29707376,2692.6113890377005,372000,0
b2621e8834b0e683cfa784a0d1aa03b9,-553739.35816232,-3899.5729448050683,20832,0
4d8ad3da0c6baf641dec264ab408f5f0,834698.2079887997,890.8198591129137,369470.3752,0
536af8a0f275028cec1a05524482254a,1408.3176000000003,704.1588000000002,4850.5576,0
6e695a4dd89a848a1e3c66b7b77dd5a8,0.024799999997298983,0.008266666665766326,17773.043999999998,0
0c161a38fcbb2d18316ea39501ad0cc5,4133.0192,2066.5096,10333.019199999999,0
b1c29e831e3568913fb4c1f02e19e699,273134.64994264004,705.774289257468,67026.95999999999,0
940940acf18ae9ead06065e9bca915d8,-9054.48,-823.1345454545457,-59.519999999999996,0
2b9d728e5b7c1d4cc058f40e8c01e589,-2501.0452800000003,-1250.5226400000001,-20.17728,0
1cd0570b2e39bf0033e71cdd8b603a2e,-16202.987312479998,-736.4994232945456,-49.352000000000004,0
fb07bfc6619b4d0348e53830c10a9a87,-299473.3661435198,-158.36772403147532,153536.05637200002,0
2d45149fd1933a06bc82692f6064bfa1,217912.244192,111.52110757011235,158445.19650968,0
32bfc756c9421f432a552143ab7ee5ad,-172449.7005236801,-1567.7245502152737,2595.45995632,0
28fa121e2d9c84454235b50669083957,-15297.49026056,-1092.6778757542857,1986.48,0
5cefbd68426dc94dc9f74b0c266fc379,-27000.161177199996,-1500.008954288889,-68.69600000000001,0
bc296494ae7ee029cf5f378491e209f1,-199337.1671999999,-1828.7813504587152,6200,0
86c7023fa999fb37b9e86bf7cbe2f820,-2505635.0790961576,-6408.273859580967,19839.9752,0
1cd1c700bb3602e27cef535f06954410,-3075.2000000000003,-3075.2000000000003,-3075.2000000000003,0
6b00db62768227af3dd1d138ba6e347d,-111.15855752,-13.894819689999997,254.51496,1.27427576
2e9ecf4eae0187418fadb5c8ff7b611f,2.850946,2.850946,2.850946,0.01149575
68ee03bda785d066e9638a8cb74bfb33,-17727.12422576,-2954.5207042933334,-496,0
7eafc38b8dac5f9e86f15c1ce3408c34,-2261550.305665841,-2006.6994726404967,96876.984,0
c231a1f1b961d35feebf52665810c716,0,0,6200,0
7c111e74d67daa2a05466c851631d493,-251353.95807600004,-3866.9839704000005,-6.09716432,0
f080bfc59a45a22fcc42b7d927113b1e,-7274.77740528,-3637.38870264,-1128.9076188,0
ec9eff26684bded7a63cb910fdff6eed,-48007.29939720002,-173.3115501703971,19839.9752,0
0c1490754a0ae9a99536a2c37149390b,-170061.7453368,-876.6069347257734,1736,0
b5e200bd35dabd47c895b1d94602bea5,-148403.324,-29680.6648,26017.555999999997,0
33f5ced15a3e85bc7a641f5c982076da,0,0,24800,0
66690d135f894ce55ecf0326165ef558,-2135032.1744556,-15142.072159259573,2723.04,0
7748191ce865affc8645f36e1bd212eb,-132189.6296000001,-1612.0686536585379,3174.4,0
5ce9ea02f07970cef94299a00b93c8f2,-53023.64744000001,-1767.4549146666668,3224,0
ec0bdfe27b73fb880f44b18142bcc2e4,-3362.88,-1681.44,-248,0
a2eaea4c019dbc9e03879055f54d9ef9,-172435.3672868,-2781.2156014,3715.04,0
9e0c9f1e5ae026058db86e5fc22c1c33,-4154.841372240001,-296.77438373142854,-12.9704,0
9d8a05cb619cab53aeeabbdd3c3fa44a,-6862.9771104,-254.18433742222223,2960.6374763199997,0
c496fa365f6e643942be5e54966d5a0b,-25683.882738400003,-1834.563052742857,124,0
7e4796b5d1f7e8fa1c4f0d1ff9ab54f9,-2498.352,-2498.352,-2498.352,0
aad809c9d03e68d11502d86ee053ebdc,-3418.13419664,-3418.13419664,-3418.13419664,0
38a6f7bd5709c9cf0da28b5ce0b873b6,-9771.701064159997,-132.05001438054052,-2.3562281599999997,0
6e5e312fbb449c3f2647bc6f2db0ba58,-5129.720969999999,-1282.4302424999998,-2.4552,0
c4b1fde2ab11d204e8f620e686229d5a,-45317.24901935998,-1132.9312254839997,3223.752,0
11cdb2f378c7e5773def5641d2f92562,-7085.76199808,-1417.1523996160001,-248,0
f8b63696ef4bc9b5d013c5ff05c113e8,-34714.668,-11571.556,-24.676000000000002,0
06f1b6703d3f56427bfcfd372f952d50,51296.44897736,118.74178004018518,16227.3344,0
5a68908e874ffae547e459f7a763e058,-43794.53180192002,-811.0098481837036,-50.466611199999996,0
8ef70531be2ab454d756ed214866ae57,-27097.40008,-4516.233346666667,-500.49128,0
8457693dffb5e98a558296c7b970f2cd,-28176.960118160005,-704.4240029539998,4240.552,0
6e5bca6040bc505c3f231d06220d750b,-6089.47900832,-1522.36975208,-0.15012183999999998,0
7f97d08097b2e9d11451330624697bd9,-2765.2000000000003,-2765.2000000000003,-2765.2000000000003,0
6eace48307efdec8f055ed7d9bc034d5,-75479.58533416,-909.3925943874699,-0.024800000000000003,0
523077976054635ed25da67d3baa28cd,-434833.96278367983,-1858.2647982208541,5456,0
a9d903e107e5717423cac8bceb0ba28d,-42488.614274880005,-6069.80203926857,2053.44,0
f7b46ad4656f4054d059cfccde78f86a,644.3312998399999,322.16564991999996,4086.57129984,0
2e3af35955cdceb00d1b07b2e9af407f,-12337.105625199993,-156.16589398987333,60.462025520000005,0
1888327a14649b474240239c20f296e6,-15911.388027120001,-568.2638581114286,-20.7444808,0
d54b426ecede2370dbb4b5cb5602f2cc,-3223.019187280002,-322.30191872800015,3725.6962450399997,0
0601a36d3300ea0dc5787fb8dc93e7ee,-88624.57832864,-339.55777137409956,210.304,0
8fe300acd4f5b140189f8d54097156d3,-24816.626106000007,-855.7457277931035,1388.8,0
901479085b75b92b02d148b6d693be4c,-1620691.1251584801,-6482.76450063392,12400,0
32fe263a4102a03874cad580009a59c9,-4584.2736884000005,-1146.0684221000001,-120.2736884,0
e03f77938a98ab5a8843f764903f7ea7,-204959.81789032,-2696.8397090831572,-248,0
98c9eb162150608b21e9f0e0db719202,-22257.355199999998,-1112.86776,1736,0
b56a19a0c46d80409abdf467a63360ed,-16163.65197048,-1154.54656932,4514.0960000000005,0
622a0d6223a9a02ad9edd00ca03921ec,125935.97782807998,2998.4756625733335,16389.03296184,0
88ed91e317ee4cb43394fb0ab5668109,17756.8,8878.4,22716.8,0
52156cb6ec28b5f36534280114e68e66,1744.4713451999987,290.7452241999995,8338.824416,0
c70f544fd87556a20f3df69e3acb29c5,-111901.51609856001,-703.7831201167296,760.64270712,0
24931867769966ca2245b0bb82d236be,-69750.09655136,-487.7629129465735,35900.0832,0
ed64575be8fd202e21d1821b89701c0b,-36677.60908,-705.3386361538462,541.8552,0
18ac4947d5f1c648d00ab5d1bba283f6,-23666.64,-3380.948571428572,-652.24,0
a90f336121419c9e210e14d1c8de62a7,-36260.36519999999,-1133.1364124999998,-99.2,0
9550de4ed8a7b13a5b5252061cdf9b63,-187440.9293420799,-363.25761500403127,123999.9752,0
6b50452f9a2718ea3ba58457a49833ac,-6177.6552,-294.1740571428572,268.8816,0
74ad3c31a659888c7b7257fb4e9119d3,0.024800000000823275,0.008266666666941092,28560.7464,0
7e29db1713c3c9cf738f30f3b81c7727,0.024800000000823275,0.008266666666941092,25118.4816,0
e16aae68f42d86f0ec9284d7ed0d1aee,-35767.2755296,-510.96107899428574,-47.095200000000006,0
62ccce5091ba2ffa80c34e63d4f07d3c,-452458.6818252001,-2002.02956559823,4265.599999999999,0
a07a6f86f90fadc411519a4d1fc16dc8,-10923.613520080002,-404.5782785214814,1704.54368,0
44b1e9e4edc2905387f2056acd3d905f,-16005.298737680001,-262.38194651934407,-2.5029325599999996,0
919b61a1ee75e9f3160af1ac40c97e00,-14976.630194240008,-52.00218817444445,-0.02566304,0
9b43092014a30b0f3ddef5936a78fc2f,-7642.08796088,-2547.3626536266665,-395.5400484,0
c13a7170d8b41c0eb8b31c16a272334e,-204203.827316,-6381.369603625,16120,0
970a1b8883725e35395dbde471d9fc4a,-8413.09992,-4206.54996,-3442.2400000000002,0
4abed23ccb570a2ff8af8f33c8130857,1528.61992,764.30996,4970.859920000001,0
bbf182f564438348bc93b37722851b19,-15160.108250000001,-1516.010825,-105.35288,0
016545e0b22e84884e28079d14730d6d,-86170.21520216002,-870.4062141632321,4208.1136,0
ed1b00ffd33490e36a134654fe27ad86,0.24799999999413558,0.08266666666471187,198398.51200000002,0
b26a1f6ba63e26cf96d6759ec08f4a1e,0.24800000002232991,0.08266666667410996,148798.26400000002,0
a9634c1046f17f9be05355120ac166cc,-5508.689928719999,-1377.1724821799999,-136.53936855999999,0
a3bd25e3d5d73d8b0b0f139c57686114,-4588,-4588,-4588,0
2e9ea8fa19dde044d8eccb604b28161b,-100373.53203199999,-5904.325413647059,-424.5512,0
f5ab97634e30607f32b4e7f296ee9647,-37415.56160000001,-1206.9536,1983.9752,0
3bda836fb7fc5cf844e73fbc12a2a98b,-7023.778921599999,-501.6984944,-15.08702544,0
cae7eb8d8bcd0ef4225cd468be5177a9,-31718.03434543999,-556.456742902456,10759.27413024,0
187f217725d8a4b992de83a4d0604673,-10168,-2033.6,-1240,0
17a5159e5a8ae505111d4dee93a10e49,-109744.96000000002,-962.6750877192987,-200.88000000000002,0
70a2c070942d0a4397b5f8e427a20b7f,-392368.94290391967,-683.5695869406277,124000,0
89c82d51e22075a4c74c93d448748013,0,0,3260.7536,0
1bef6f7f67fe530c5c19c0406171483d,-255139.91999999993,-1574.9377777777772,-148.79999999999998,0
125d8387840d89348856882a10b891f0,-4781.146058000001,-136.60417308571434,-0.27025304,0
9d315e74c8f4d1626922ecad1b4304e7,-16118.859199999997,-1790.9843555555556,-495.504,0
981cb5fc2de8f8451d62902d9cc689af,-56599.31425232001,-635.9473511496628,-0.19840000000000002,0
7f4815ae68781116433da0003427a648,-139871.42580559995,-656.6733605896715,469.799792,0
7d735f179253a24accef47cfedf15c0c,105397.29355615997,1699.9563476800004,39876.416,0
e7cc3170194614c4ecf90bfa83bd0dfd,0,0,3877.0111312,0
32235bf52b1b39135797dcb676c6bf10,146791.95111015998,3058.1656481283344,24800,0
1bb6f287555bca8eb1d151398b61c8fe,-13826.806825840002,-337.23919087414635,-3.22774976,0
8b8835ef3cf3e70de1e4f0ba758dc690,-15015.89904,-2145.128434285715,-1041.6000000000001,0
82fc41be0a8bca724e1b550810fdcfd4,-2795536.3907028777,-3752.3978398696377,173599.97520000002,0
5813871170ef615a95d8088574362201,-145903.08720000004,-9118.94295,-620,0
031ad59a02780cefdaa3993ee2503d6f,-10274.516,-2054.9031999999997,-1233.8,0
5f31ad14302c80221b852b83a0377780,6668.72,1667.18,2480,0
fdad4d5cc7c67592ae12291d8c80eefb,-10229.628,-2045.9255999999998,-743.7520000000001,0
38cef545f0f04ab9cde814981d129d03,605871.0474854399,2163.825169590857,124000,0
d9b0fd2677ade320a89bdb5354d6ba69,-62891.67549855999,-616.585053907451,-17.360000000000003,0
98cdb280b28a034b705b6cf38dc1812f,0.024800000000823275,0.008266666666941092,26824.057966880002,0
855dfc7934939959362d8b47160546bf,0.024800000004347567,0.008266666668115857,23381.79316688,0
bc855b21558d74a5f0ec33e386ef666b,37871.26509184001,382.538031230707,49600,0
46d5631b6cfa9f24816cac5ca1e5a60e,-743.7364131999999,-74.37364131999999,7440,0
